PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia_,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona _Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Revisiones,Edad Cliente,Mas_1_Coche,Probabilidad_0,Probabilidad_1
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,F,Empresa,Pontevedra,SI,NO,NO,Medio,SI,Averia muy grave,SI,5k-10k,0-10k,2,50-60,0,0.72641087,0.2735891
A,TIPO1,FUEL 1,Baja,M,Otros,OTROS,F,Empresa,Valencia,NO,NO,NO,Medio-Bajo,SI,No,NO,2k-3k,20k-30k,1,50-60,0,0.9696573,0.030342687
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Alicante,SI,NO,NO,Medio,NO DATA,Averia grave,NO,2k-3k,0-10k,1,18-40,0,0.95833945,0.041660573
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Cantabria,NO,NO,NO,Medio,NO DATA,No,NO,0-2k,0-10k,0,18-40,0,0.98269725,0.017302763
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Baleares,NO,NO,NO,Medio,NO DATA,No,NO,2k-3k,0-10k,2,18-40,0,0.98269725,0.017302763
A,TIPO1,FUEL 1,Baja,M,Contado,SOLTERO,M,Empresa,Barcelona,NO,NO,NO,Alto,NO DATA,No,NO,2k-3k,0-10k,2,18-40,0,0.98776674,0.012233276
A,TIPO1,FUEL 1,Baja,M,Contado,SOLTERO,M,Empresa,Madrid,SI,NO,NO,Alto,NO DATA,No,NO,5k-10k,0-10k,2,18-40,0,0.8588922,0.14110781
A,TIPO1,FUEL 1,Baja,M,Contado,SOLTERO,F,Empresa,Las Palmas,NO,NO,NO,Alto,NO DATA,No,NO,3k-5k,0-10k,2,18-40,0,0.98776674,0.012233276
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,F,Empresa,Madrid,SI,NO,NO,Medio,SI,Averia grave,NO,5k-10k,0-10k,2,50-60,0,0.7391319,0.2608681
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Funcionario,Leon,NO,NO,NO,Alto,SI,No,NO,2k-3k,0-10k,2,50-60,0,0.97710687,0.02289314
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,F,Empresa,Gerona,SI,NO,NO,Medio-Bajo,SI,Averia grave,NO,5k-10k,0-10k,2,18-40,0,0.5199777,0.48002228
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,NO,Alto,NO DATA,Averia leve,NO,3k-5k,0-10k,0,18-40,0,0.95833945,0.041660573
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,F,Funcionario,Jaen,SI,NO,NO,Medio,SI,Averia muy grave,SI,0-2k,0-10k,1,18-40,0,0.9695454,0.030454554
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,M,Empresa,Baleares,SI,NO,NO,Medio,NO DATA,Averia grave,NO,3k-5k,0-10k,1,18-40,0,0.95515203,0.044847976
A,TIPO1,FUEL 1,Baja,M,Financiera Banco,EN PAREJA,M,Empresa,Barcelona,SI,NO,NO,Medio-Bajo,SI,Averia leve,NO,2k-3k,10k-20k,2,40-50,0,0.927041,0.07295898
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Murcia,NO,NO,NO,Medio-Bajo,SI,No,NO,0-2k,10k-20k,2,50-60,0,0.9684352,0.03156476
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Asturias,NO,NO,NO,Medio-Bajo,NO DATA,Averia muy grave,SI,0-2k,0-10k,2,18-40,0,0.98518413,0.014815848
A,TIPO1,FUEL 1,Baja,M,Contado,SOLTERO,F,Empresa,La Rioja,SI,NO,NO,Medio,SI,No,NO,3k-5k,10k-20k,2,50-60,0,0.95136297,0.04863703
A,TIPO1,FUEL 1,Baja,M,Contado,SOLTERO,F,Empresa,Lacoruna,NO,NO,NO,Medio-Bajo,NO DATA,Averia grave,NO,0-2k,0-10k,0,18-40,0,0.98300105,0.016998952
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,M,Empresa,Pontevedra,SI,NO,NO,Medio,SI,No,NO,3k-5k,30k-50k,2,50-60,0,0.8185743,0.18142569
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,M,Empresa,Madrid,SI,NO,SI,Medio,SI,Averia leve,NO,0-2k,10k-20k,1,40-50,0,0.59921974,0.40078026
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,M,Empresa,Madrid,NO,NO,SI,Alto,NO DATA,Averia grave,NO,3k-5k,0-10k,0,18-40,0,0.70073056,0.29926944
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Barcelona,NO,NO,SI,Alto,NO DATA,Averia leve,NO,2k-3k,0-10k,1,18-40,0,0.6323455,0.3676545
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,M,Autonomo,Las Palmas,NO,NO,NO,Alto,NO DATA,Averia muy grave,SI,0-2k,0-10k,1,18-40,0,0.98722357,0.012776414
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,F,Empresa,Santa Cruz de Tenerife,SI,NO,NO,Medio-Bajo,SI,No,NO,3k-5k,0-10k,2,40-50,0,0.9544525,0.045547493
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Funcionario,Lugo,SI,NO,NO,Alto,SI,No,NO,0-2k,10k-20k,1,60+,0,0.92563736,0.07436265
A,TIPO1,FUEL 1,Baja,M,Contado,SOLTERO,F,Empresa,Valencia,NO,NO,NO,Alto,NO DATA,Averia muy grave,SI,0-2k,0-10k,2,18-40,0,0.958551,0.04144903
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Santa Cruz de Tenerife,NO,NO,NO,Alto,SI,Averia muy grave,SI,2k-3k,0-10k,1,18-40,0,0.76895845,0.23104154
A,TIPO1,FUEL 1,Baja,M,Otros,SOLTERO,M,Empresa,Baleares,SI,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,3k-5k,10k-20k,1,18-40,0,0.9495846,0.050415397
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Baleares,SI,NO,SI,Alto,NO DATA,Averia muy grave,SI,0-2k,0-10k,1,18-40,1,0.36874896,0.63125104
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Gerona,SI,NO,NO,Alto,NO DATA,Averia muy grave,SI,2k-3k,0-10k,0,18-40,0,0.94844484,0.051555146
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,EN PAREJA,F,Empresa,Barcelona,SI,NO,NO,Alto,NO DATA,No,NO,3k-5k,0-10k,2,18-40,0,0.95833945,0.041660573
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,EN PAREJA,F,Empresa,Barcelona,SI,NO,NO,Alto,SI,Averia muy grave,SI,2k-3k,10k-20k,2,50-60,0,0.8974316,0.10256836
A,TIPO1,FUEL 1,Baja,M,Otros,SOLTERO,M,Empresa,Santa Cruz de Tenerife,NO,NO,NO,Alto,NO DATA,Averia leve,NO,2k-3k,0-10k,1,18-40,0,0.91325283,0.08674714
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Baleares,SI,NO,NO,Medio,NO DATA,No,NO,2k-3k,0-10k,0,18-40,0,0.95833945,0.041660573
A,TIPO1,FUEL 1,Baja,M,Financiera Banco,CASADO,M,Empresa,Barcelona,NO,NO,NO,Medio,NO DATA,No,NO,0-2k,0-10k,0,18-40,0,0.98269725,0.017302763
A,TIPO1,FUEL 1,Baja,M,Financiera Banco,CASADO,F,Empresa,Barcelona,NO,NO,NO,Alto,NO DATA,Averia leve,NO,0-2k,0-10k,1,18-40,0,0.98269725,0.017302763
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,M,Empresa,Santa Cruz de Tenerife,NO,NO,NO,Alto,NO DATA,Averia leve,NO,2k-3k,0-10k,2,18-40,0,0.8637877,0.13621229
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,F,Empresa,Lacoruna,NO,NO,SI,Medio,NO DATA,Averia grave,NO,2k-3k,0-10k,2,18-40,0,0.86748123,0.13251878
A,TIPO1,FUEL 1,Baja,M,Otros,OTROS,M,Empresa,Tarragona,NO,NO,NO,Alto,SI,Averia muy grave,SI,0-2k,20k-30k,2,40-50,0,0.7983095,0.2016905
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Madrid,NO,NO,NO,Alto,SI,No,NO,0-2k,0-10k,1,40-50,0,0.93128175,0.06871823
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,F,Empresa,Las Palmas,SI,NO,NO,Medio-Bajo,NO DATA,Averia grave,NO,2k-3k,0-10k,2,18-40,0,0.96423227,0.035767727
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Gerona,SI,NO,NO,Alto,NO DATA,No,NO,0-2k,0-10k,1,18-40,0,0.95833945,0.041660573
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Baleares,SI,NO,SI,Alto,NO DATA,Averia grave,NO,0-2k,0-10k,0,18-40,1,0.42211127,0.5778887
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Funcionario,Madrid,SI,NO,NO,Medio,NO DATA,No,NO,3k-5k,0-10k,2,18-40,0,0.9891383,0.010861694
A,TIPO1,FUEL 1,Baja,M,Otros,SOLTERO,M,Empresa,Ciudad Real,SI,NO,NO,Medio-Bajo,NO DATA,Averia muy grave,SI,2k-3k,0-10k,2,18-40,0,0.9550742,0.0449258
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Barcelona,SI,NO,NO,Medio,SI,No,NO,3k-5k,0-10k,2,50-60,0,0.89053315,0.109466836
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Valencia,SI,NO,NO,Medio,NO DATA,Averia muy grave,SI,2k-3k,0-10k,2,18-40,0,0.7676687,0.23233125
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Barcelona,NO,NO,NO,Alto,NO DATA,Averia muy grave,SI,0-2k,0-10k,2,18-40,0,0.989079,0.010921014
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,M,Empresa,Madrid,NO,NO,NO,Medio,NO DATA,No,NO,0-2k,0-10k,2,18-40,0,0.98123294,0.018767042
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Granada,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,18-40,0,0.6323455,0.3676545
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Sevilla,SI,NO,NO,Alto,NO DATA,Averia muy grave,SI,5k-10k,0-10k,2,18-40,1,0.22266632,0.7773337
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Barcelona,NO,NO,NO,Medio,NO DATA,Averia leve,NO,0-2k,0-10k,1,18-40,0,0.98269725,0.017302763
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,NO,Medio,SI,No,NO,2k-3k,20k-30k,2,40-50,0,0.81954265,0.18045734
A,TIPO1,FUEL 1,Baja,M,Contado,SOLTERO,M,Empresa,Madrid,NO,NO,NO,Medio,NO DATA,Averia grave,NO,0-2k,0-10k,1,18-40,0,0.98776674,0.012233276
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Gerona,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,18-40,0,0.6323455,0.3676545
A,TIPO1,FUEL 1,Baja,M,Contado,SOLTERO,F,Empresa,Madrid,NO,NO,NO,Alto,NO DATA,Averia grave,NO,3k-5k,0-10k,2,18-40,0,0.98776674,0.012233276
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Barcelona,NO,NO,NO,Medio,NO DATA,Averia leve,NO,2k-3k,0-10k,1,18-40,0,0.98269725,0.017302763
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,M,Empresa,Santa Cruz de Tenerife,NO,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,2k-3k,0-10k,2,18-40,0,0.9766031,0.023396894
A,TIPO1,FUEL 1,Baja,M,Otros,SOLTERO,F,Empresa,Santa Cruz de Tenerife,NO,NO,NO,Alto,NO DATA,Averia grave,NO,2k-3k,0-10k,2,18-40,0,0.91325283,0.08674714
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Guipuzcua,SI,NO,SI,Alto,SI,No,NO,0-2k,0-10k,2,18-40,1,0.39371264,0.60628736
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,F,Empresa,Santa Cruz de Tenerife,NO,NO,NO,Medio,NO DATA,No,NO,2k-3k,0-10k,2,18-40,0,0.8637877,0.13621229
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Pontevedra,SI,NO,NO,Medio,SI,No,NO,3k-5k,0-10k,2,50-60,0,0.89053315,0.109466836
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Sevilla,NO,NO,SI,Alto,NO DATA,Averia grave,NO,2k-3k,0-10k,1,18-40,1,0.14255995,0.85744005
A,TIPO1,FUEL 1,Baja,M,Otros,OTROS,F,Empresa,Guipuzcua,NO,NO,NO,Alto,SI,Averia muy grave,SI,2k-3k,0-10k,2,40-50,0,0.975872,0.024128018
A,TIPO1,FUEL 1,Baja,M,Contado,SOLTERO,M,Empresa,Cuenca,NO,NO,NO,Medio-Bajo,SI,Averia leve,NO,0-2k,0-10k,1,18-40,0,0.97428304,0.025716957
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Gerona,SI,NO,NO,Medio,SI,No,NO,2k-3k,10k-20k,1,40-50,0,0.89053315,0.109466836
A,TIPO1,FUEL 1,Baja,M,Contado,OTROS,F,Empresa,Valencia,NO,NO,NO,Alto,NO DATA,Averia muy grave,SI,0-2k,0-10k,1,18-40,0,0.958551,0.04144903
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Malaga,SI,NO,NO,Alto,SI,Averia leve,SI,3k-5k,0-10k,2,40-50,0,0.8974316,0.10256836
A,TIPO1,FUEL 1,Baja,M,Financiera Banco,CASADO,M,Empresa,Pontevedra,SI,NO,NO,Alto,SI,Averia leve,NO,0-2k,0-10k,1,18-40,0,0.89053315,0.109466836
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Madrid,SI,NO,NO,Alto,NO DATA,No,NO,3k-5k,0-10k,1,18-40,0,0.95833945,0.041660573
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Zaragoza,SI,NO,NO,Alto,NO DATA,Averia leve,SI,2k-3k,0-10k,1,18-40,0,0.7676687,0.23233125
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,F,Empresa,Alicante,SI,NO,NO,Alto,NO DATA,No,NO,2k-3k,0-10k,1,18-40,0,0.9796785,0.020321468
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Zaragoza,SI,NO,NO,Alto,NO DATA,Averia muy grave,SI,2k-3k,0-10k,0,18-40,0,0.7676687,0.23233125
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Pontevedra,SI,NO,NO,Alto,NO DATA,Averia grave,NO,3k-5k,0-10k,1,18-40,0,0.95833945,0.041660573
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,NO,Medio,SI,Averia muy grave,SI,2k-3k,20k-30k,1,40-50,0,0.8300613,0.16993868
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Cadiz,SI,NO,NO,Medio-Bajo,NO DATA,Averia leve,NO,3k-5k,0-10k,2,18-40,0,0.94441956,0.055580445
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Santa Cruz de Tenerife,SI,NO,NO,Medio-Bajo,NO DATA,No,NO,2k-3k,0-10k,2,18-40,0,0.93900687,0.060993124
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Baleares,SI,NO,NO,Alto,NO DATA,No,NO,0-2k,0-10k,1,18-40,0,0.95833945,0.041660573
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,M,Empresa,Baleares,NO,NO,NO,Alto,NO DATA,No,NO,0-2k,0-10k,1,18-40,0,0.98123294,0.018767042
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,SI,Alto,NO DATA,No,NO,0-2k,0-10k,1,18-40,1,0.42211127,0.5778887
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,F,Empresa,Tarragona,NO,NO,SI,Medio-Bajo,NO DATA,Averia muy grave,SI,2k-3k,0-10k,1,18-40,0,0.84667015,0.15332983
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,F,Empresa,Barcelona,NO,NO,NO,Alto,SI,Averia muy grave,SI,0-2k,10k-20k,2,50-60,0,0.9612347,0.0387653
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Valencia,SI,NO,NO,Medio-Bajo,SI,No,NO,3k-5k,10k-20k,2,18-40,0,0.9200791,0.07992088
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,M,Empresa,Santa Cruz de Tenerife,SI,NO,NO,Alto,NO DATA,Averia muy grave,SI,2k-3k,0-10k,2,18-40,0,0.87381214,0.12618785
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Valencia,NO,NO,NO,Medio,NO DATA,No,NO,0-2k,0-10k,1,18-40,0,0.84061253,0.15938747
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,F,Empresa,Granada,SI,NO,SI,Medio,NO DATA,No,SI,0-2k,0-10k,2,18-40,0,0.53965354,0.46034646
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Alicante,SI,NO,NO,Alto,NO DATA,Averia leve,NO,3k-5k,0-10k,1,18-40,0,0.95833945,0.041660573
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,F,Empresa,Malaga,SI,NO,NO,Alto,SI,Averia muy grave,SI,2k-3k,0-10k,2,50-60,0,0.9546234,0.045376617
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Murcia,SI,NO,NO,Medio-Bajo,SI,Averia leve,NO,2k-3k,10k-20k,1,50-60,0,0.927041,0.07295898
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Gerona,NO,NO,NO,Medio,NO DATA,Averia muy grave,SI,0-2k,0-10k,2,18-40,0,0.989079,0.010921014
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,F,Empresa,Madrid,NO,NO,NO,Alto,SI,Averia grave,NO,0-2k,10k-20k,1,50-60,0,0.93128175,0.06871823
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Ciudad Real,SI,NO,NO,Medio,NO DATA,Averia muy grave,SI,2k-3k,0-10k,2,18-40,0,0.94844484,0.051555146
A,TIPO1,FUEL 1,Baja,M,Contado,EN PAREJA,F,Empresa,Barcelona,NO,NO,NO,Alto,NO DATA,Averia leve,NO,0-2k,0-10k,2,18-40,0,0.98269725,0.017302763
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Barcelona,NO,NO,NO,Alto,NO DATA,No,NO,0-2k,0-10k,1,18-40,0,0.98269725,0.017302763
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,OTROS,M,Empresa,Gerona,SI,NO,NO,Medio-Bajo,NO DATA,No,NO,2k-3k,0-10k,0,18-40,0,0.96423227,0.035767727
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,NO,Medio-Bajo,SI,No,NO,2k-3k,10k-20k,1,18-40,0,0.927041,0.07295898
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Madrid,SI,NO,NO,Medio,NO DATA,No,NO,2k-3k,0-10k,2,18-40,0,0.95833945,0.041660573
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Valencia,NO,NO,NO,Medio,SI,Averia muy grave,SI,0-2k,20k-30k,2,50-60,0,0.6836928,0.31630716
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Pontevedra,SI,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,1,18-40,1,0.42211127,0.5778887
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,M,Funcionario,Guipuzcua,SI,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,3k-5k,0-10k,2,50-60,0,0.9836161,0.016383894
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,M,Empresa,Santa Cruz de Tenerife,SI,NO,NO,Alto,NO DATA,Averia muy grave,SI,2k-3k,0-10k,2,18-40,0,0.87381214,0.12618785
A,TIPO1,FUEL 1,Baja,M,Otros,SOLTERO,M,Empresa,Guipuzcua,NO,NO,NO,Alto,SI,Averia leve,NO,0-2k,20k-30k,1,40-50,0,0.91937125,0.08062878
A,TIPO1,FUEL 1,Baja,M,Otros,CASADO,M,Empresa,Zaragoza,NO,NO,NO,Medio-Bajo,NO DATA,Averia grave,NO,0-2k,0-10k,2,18-40,0,0.98209333,0.017906692
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,F,Empresa,Madrid,SI,NO,NO,Medio,NO DATA,Averia muy grave,SI,2k-3k,0-10k,1,18-40,0,0.9747184,0.02528159
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,F,Empresa,Madrid,SI,NO,NO,Alto,NO DATA,No,NO,3k-5k,0-10k,1,18-40,0,0.9796785,0.020321468
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Santa Cruz de Tenerife,SI,NO,NO,Medio,NO DATA,No,NO,5k-10k,0-10k,2,18-40,1,0.17528826,0.82471174
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Sevilla,SI,NO,SI,Alto,NO DATA,No,SI,0-2k,0-10k,1,18-40,1,0.08702421,0.9129758
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Sevilla,SI,NO,SI,Alto,NO DATA,Averia muy grave,SI,0-2k,0-10k,1,18-40,1,0.08702421,0.9129758
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,M,Empresa,Pontevedra,SI,NO,NO,Alto,SI,No,NO,2k-3k,0-10k,1,40-50,0,0.95136297,0.04863703
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Valladolid,NO,NO,NO,Alto,NO DATA,No,SI,0-2k,0-10k,1,18-40,0,0.9420844,0.057915654
A,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,F,Empresa,Valencia,NO,NO,SI,Medio-Bajo,NO DATA,No,NO,2k-3k,0-10k,1,18-40,0,0.758237,0.24176298
